,ProgramAdministrator,ProgramName,FuelType,Sector,"NetFuelSavingAcquired,MWh",Success
805,New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,779.99,1
807,New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,51201.7,1
808,New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,224688.0443061,1
810,New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,4668.9509226,0
811,New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,28190.53,0
812,New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,110272.8862056,0
813,New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,134630.0745792,1
814,New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,301270.7,1
815,New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,119550.74093849999,1
816,New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,143001.81255539999,0
817,New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,20520.28,0
818,Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.1581926,1
819,Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,152512.7517207,1
820,Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,398506.62,1
821,Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.41,1
822,Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.047276200003,1
823,Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.32,1
824,Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17392.9806171,1
825,Niagara Mohawk Power Corporation,Energy Wise Program,Electric,Multi-Family,33500.44,1
826,Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,42798.87602519999,1
827,Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Electric,Residential,108.33,1
828,Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,2349.5099523,1
829,Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Electric,Residential,181091.55,1
830,Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,296659.3250031,1
831,Niagara Mohawk Power Corporation,Residential Energy Star Products and Recycling,Electric,Residential,57917.08,1
832,Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.2998912,1
833,Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,146875.2572007,1
834,Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.25,1
835,Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.00023109998,1
836,Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,609718.51,1
837,"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,42004.23,1
838,"Orange and Rockland Utilities, Inc.",Residential Efficient Products Program,Electric,Residential,12349.26,0
839,"Orange and Rockland Utilities, Inc.",Residential HVAC,Electric,Residential,51.19,0
840,"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Electric,Residential,287.22,0
841,"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,26721.419232,0
842,"Orange and Rockland Utilities, Inc.",Small Business Direct Install Program,Electric,Commercial,39683.54,1
843,Rochester Gas and Electric Corporation,Block Bidding Program,Electric,Commercial,11595.37,0
844,Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Electric,Commercial,2459.03,0
845,Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Gas,Commercial,145.36272,0
846,Rochester Gas and Electric Corporation,C&I Electric Program,Electric,Commercial,56619.53,0
847,Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,18923.3950878,0
848,Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,871.54,0
849,Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,6992.445051,0
851,Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,2969.355933,1
852,Rochester Gas and Electric Corporation,Multifamily Program,Electric,Multi-Family,17841.12,1
853,Rochester Gas and Electric Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,41974.93,1
854,Rochester Gas and Electric Corporation,Residential HVAC Program,Electric,Residential,13782.24,1
855,Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,246025.5009444,1
856,Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,63984.18,0
857,"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,6886.8255537,0
858,"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1407.1081989000002,0
859,The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.6759008,1
860,The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,145141.0477134,1
861,The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.9142938,0
862,The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.4177853,1
863,The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,68947.4166747,1
864,The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.31246910000004,0
865,The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,22504.6460124,0
866,The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.715470099996,0
868,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,74836.28,1
869,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,28442.666233199998,1
870,Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,35711.02,0
871,Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,19562.37,1
872,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1
873,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,8083.9,1
874,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,17984.8940961,1
875,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0
876,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,3438.3734382000002,0
877,Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,90577.44,0
878,"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0
880,"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,235036.03,1
881,"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,55170.1549449,1
883,"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,225233.66,1
884,"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,96025.94756310001,1
886,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,64221.18,1
887,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,205207.7136438,1
888,"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,36510.1125591,1
889,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0
890,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0
891,"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,39450.54,0
892,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,669.39,0
893,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0
894,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,56248.016583,0
895,"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0
897,"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,506043.82,1
898,Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,7387.298261999999,0
899,Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,409.799781,0
900,KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0
901,KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,100563.48003630001,1
902,KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1
903,KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0
904,KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,5136.9778512,1
905,KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1
906,KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,52385.7379047,1
907,KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1
908,National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,42188.135729400004,1
909,National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,6924.0,1
910,National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,302198.0578638,1
911,National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,35175.7120965,1
912,New York State Electric & Gas Corporation,Block Bidding Program,Electric,Commercial,6958.39,0
913,New York State Electric & Gas Corporation,C&I Custom Rebate Program,Electric,Commercial,8003.14,0
914,New York State Electric & Gas Corporation,C&I Custom Rebate Program,Gas,Commercial,833.0192373,0
915,New York State Electric & Gas Corporation,C&I Electric Program,Electric,Commercial,86311.88,0
